"","Contig","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt","ID_PANTHER","ID_PRINTS","ID_Pfam","ID_SMART","ID_SUPERFAMILY","Desc_PANTHER","Desc_PRINTS","Desc_Pfam","Desc_SMART","Desc_SUPERFAMILY","ID_KEGG","Desc_KEGG","ID_GO","SP","No.TM","vennLocation"
"671","NVE17099",-0.815517770651976,0.765324489194125,0,0,-1.5808422598461,-0.980967976081936,-1.13924806797051,-1.89442761659668,-1.07890984594471,-1.98222518959564,"","","PF00059;PF00754;PF07679;PF00024","SM00034;SM00231;SM00409","SSF48726;SSF49785;SSF56436;SSF57414",NA,"","Lectin C-type domain;F5/8 type C domain;Immunoglobulin I-set domain;PAN domain","",NA,"K06724","NRP1; neuropilin 1","GO:0070492","N","0","Condition_GF_vs_bA.A"
"672","NVE17104",0,0.327177230286303,0,0,-0.565570102386179,-0.347929005940116,-0.553733477404798,-0.784981869483503,-0.546588997383627,-0.887714355507422,"PTHR10502","PR00196","PF13879;PF00191","SM00335","SSF47874",NA,"Annexin family signature","KIAA1430 homologue;Annexin","",NA,"K17094","ANXA6; annexin A6","GO:0005509;GO:0005544","N;Y","0;1;3","Condition_GF_vs_bA.A"
"673","NVE17110",0,0.480515003625886,0,0,-0.762896172337321,0,-0.628271985963449,-0.906308026160304,-0.623926857448869,-1.02015696230175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","1","Condition_GF_vs_bA.A"
"674","NVE17123",0,0.510311150128937,0,0,-0.665068573957492,-0.308306665620658,-0.421938582037264,-0.775284834769439,-0.620527410940885,-0.930541904363872,"PTHR12707","","PF04697;PF04696","","",NA,"","pinin/SDK conserved region;pinin/SDK/memA/ protein conserved region","",NA,"","","GO:0005911;GO:0007155;GO:0035145;GO:0071013","N","0","Condition_GF_vs_bA.A"
"675","NVE1713",0,-0.459316931275952,0,0,0.582455676270874,0,0.319759842957008,0.663690441823916,0.540551696828994,0.802827796479834,"PTHR40112","","PF07883","","SSF51182",NA,"","Cupin domain","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"676","NVE17157",0,0.741736007771515,0,0,-0.622163490042289,0,0,-0.823781645537213,-0.943354163266439,-1.1780907232015,"","","","","SSF58104",NA,"","","",NA,"","","GO:0003924;GO:0005525","N","0","Condition_GF_vs_bA.A"
"677","NVE1723",0,-0.556702218827223,0,0,0.692933851700684,0,0,0.658623811313786,0.522392178440325,0.787343673615367,"PTHR24078:SF213;PTHR24078","PR00625","PF00226;PF01556","SM00271","SSF49493;SSF46565",NA,"DnaJ domain signature","DnaJ domain;DnaJ C terminal domain","",NA,"K09519","DNAJB13; DnaJ homolog subfamily B member 13","GO:0006457;GO:0051082","N","0","Condition_GF_vs_bA.A"
"678","NVE17236",-0.626556796301677,0.859551712025086,0,0,-1.48610850832676,-0.799786197892448,-0.973846867379342,-1.70522173154917,-1.07866493524749,-1.85592485627218,"PTHR22802;PTHR22802:SF195","","PF00188;PF00059;PF01390","SM00198;SM00034","SSF56436;SSF55797",NA,"","Cysteine-rich secretory protein family;Lectin C-type domain;SEA domain","",NA,"","",NA,"Y;N","0","Condition_GF_vs_bA.A"
"679","NVE17237",-0.679262303444344,0.733105632680425,0,0,-1.41236793612477,-0.65511066133333,-0.749421684400491,-1.41843499707733,0,-1.43840533602362,"PTHR44162","","PF00188;PF00059","SM00034;SM00198","SSF55797;SSF56436",NA,"","Cysteine-rich secretory protein family;Lectin C-type domain","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"680","NVE17246",0,0.385565889443541,0,0,-0.460797022692115,0,-0.41062865390274,-0.568629141817233,-0.493398008568659,-0.708018548631293,"PTHR33104;PTHR33104:SF3","","","","",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"681","NVE17247",0,0.392939617426591,0,0,-0.636231314578908,0,-0.571494748573743,-0.781057268193283,-0.537765571040966,-0.879215618109363,"PTHR33104;PTHR33104:SF3","","","","",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"682","NVE17269",0,0.537268302270491,0,0,-0.647537568793693,-0.557607750537016,-0.555586998153704,-1.01233133664074,-0.902062070117543,-1.27626256053938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"683","NVE1728",0,-0.475695485759735,0,0,0.730479124083028,0.390267079637587,0,0.675350028593397,0.420566390270104,0.730610545360701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0016021;GO:0046873","N","0","Condition_GF_vs_bA.A"
"684","NVE17288",0,-0.449621071750082,0,0,0.479626891072806,0,0,0.602663212595104,0.57265739327238,0.783546765219264,"PTHR10414:SF48;PTHR10414","","","","",NA,"","","",NA,"","","GO:0016021;GO:0008654;GO:0016780","N","1","Condition_GF_vs_bA.A"
"685","NVE173",0,-0.440448824939937,0,0,0.568899816534086,0,0.412503611848384,0.726576541885053,0.598125550290905,0.883134374487223,"PTHR43940;PTHR43940:SF1","","PF08332;PF00069","SM00220","SSF54427;SSF56112",NA,"","Calcium/calmodulin dependent protein kinase II association domain;Protein kinase domain","",NA,"K04515","CAMK2; calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17]","GO:0004683;GO:0005516;GO:0005524;GO:0005737;GO:0007399;GO:0018105;GO:0018107;GO:0030154;GO:0035556","N","0","Condition_GF_vs_bA.A"
"686","NVE17339",0,-0.539642528511838,0,0,0.405113462802939,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0003677;GO:0004605;GO:0032049","N","0","Condition_GF_vs_bA.A"
"687","NVE17359",0,-0.321801274831127,0,0,0.304661659340832,0,0,0.344039358187735,0.361178973678031,0.47014522541748,"PTHR31120;PTHR31120:SF6","","PF01963","","",NA,"","TraB family","",NA,"K09973","uncharacterized protein","GO:0008237;GO:0016021;GO:0046872","Y","1","Condition_GF_vs_bA.A"
"688","NVE17379",0,-0.246831106066561,0,0,0.272045495013143,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0005044;GO:0016020","Y","1","Condition_GF_vs_bA.A"
"689","NVE1740",0,-0.331043106864277,0,0,0.464315681644195,0.323167713369473,0.422743857194018,0.672827815577088,0.53955524079717,0.808254959112469,"PTHR14167;PTHR14167:SF6","PR00499;PR00452","PF14604","SM00326","SSF50044",NA,"Neutrophil cytosol factor 2 signature;SH3 domain signature","Variant SH3 domain","",NA,"K12470","SH3KBP1; SH3 domain-containing kinase-binding protein 1","GO:0016301","N","0","Condition_GF_vs_bA.A"
"690","NVE1744",0,0.44866164582599,0,0,0,0,0,0,-0.491171469617985,-0.484742332220699,"PTHR11938;PTHR11938:SF1","PR00419","PF14691;PF07992","","SSF46548;SSF51971",NA,"Adrenodoxin reductase family signature","Dihydroprymidine dehydrogenase domain II; 4Fe-4S cluster;Pyridine nucleotide-disulphide oxidoreductase","",NA,"K00266","gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]","GO:0005737;GO:0006537;GO:0015930;GO:0016639;GO:0019676;GO:0051536","N","0;1","Condition_GF_vs_bA.A"
"691","NVE17474",0,-0.200928204312752,0,0,0,0,0,0,0.256526649582952,0.24447305186257,"PTHR14843","","PF02338","","",NA,"","OTU-like cysteine protease","",NA,"K11861","VCPIP1; deubiquitinating protein VCIP135 [EC:3.4.19.12]",NA,"N","0","Condition_GF_vs_bA.A"
"692","NVE17492",0,0.537021705477842,0,0,-0.549130983218264,0,0,-0.605276071618169,-0.593166793877747,-0.798962240567793,"PTHR33053:SF12;PTHR33053","","","","",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"693","NVE17498",0,0.342823880828883,0,0,-0.408695253205705,0,-0.233520043416712,-0.477424692225038,-0.411553319848217,-0.592652379954207,"PTHR36162:SF9;PTHR36162;PTHR36162:SF7","","","","",NA,"","","",NA,"","",NA,"N","0;4;3","Condition_GF_vs_bA.A"
"694","NVE17502",0,0.600108897994798,0,0,-1.03789714905548,0,-0.898682258169897,-1.22572471017132,-0.787936459110637,-1.34244098562659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"695","NVE17550",0,0.389006613859828,0,0,-0.700192932737046,-0.386475716084184,-0.389583667723781,-0.761276408826623,0,-0.807578043808599,"PTHR42968:SF11;PTHR42968","","PF12816","","SSF50978",NA,"","Golgi CORVET complex core vacuolar protein 8","",NA,"K20178","VPS8; vacuolar protein sorting-associated protein 8",NA,"N;Y","0","Condition_GF_vs_bA.A"
"696","NVE1756",0,0.595403991059359,0,0,-0.775471085839634,0,-0.445205240385521,-0.875988161764269,-0.695921066983994,-1.04793975628085,"PTHR45077","","PF00098;PF00078","SM00343","SSF57756",NA,"","Zinc knuckle;Reverse transcriptase (RNA-dependent DNA polymerase)","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"697","NVE17571",0,-0.481357781976429,0,0,0,-0.498314233927665,0,0,0,0,"PTHR11772:SF23;PTHR11772","","PF00733;PF13537","","SSF56235;SSF52402",NA,"","Asparagine synthase;Glutamine amidotransferase domain","",NA,"K01953","asnB; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]","GO:0004066;GO:0005524;GO:0006529;GO:0006541;GO:0042803","N","0","Condition_GF_vs_bA.A"
"698","NVE17575",0,-0.432351114350138,0,0,0.648940952271525,0,0.357102917922607,0.685974124961032,0.469384287039645,0.770238643423318,"PTHR24107","","PF13516","SM00368","SSF52047",NA,"","Leucine Rich repeat","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"699","NVE17605",0,0.412399009423258,0,0,-0.63345118914522,0,-0.387940127175002,-0.686280493779475,-0.465228314057512,-0.767672931929097,"PTHR22880:SF124;PTHR22880","PR00503","PF06466;PF00583;PF00439","SM00297","SSF55729;SSF47370",NA,"Bromodomain signature","PCAF (P300/CBP-associated factor) N-terminal domain;Acetyltransferase (GNAT) family;Bromodomain","",NA,"","","GO:0004402;GO:0005634;GO:0006355","N","0","Condition_GF_vs_bA.A"
"700","NVE17613",0,-0.408095836642309,0,0,0.63683656603843,0.333352039963271,0,0.642250836736649,0.413510107340528,0.70384030185738,"PTHR44733","PR00625","PF05154;PF00226","SM00271","SSF46565",NA,"DnaJ domain signature","TM2 domain;DnaJ domain","",NA,"","","GO:0016021","N","7","Condition_GF_vs_bA.A"
"701","NVE17632",0,-0.380626111893069,0,0,0.490622359623693,0,0,0.463049766488184,0,0.544068558578791,"PTHR12092:SF24;PTHR12092","PR00401","PF00169;PF00017","SM00233;SM00252","SSF50729;SSF55550",NA,"SH2 domain signature","PH domain;SH2 domain","",NA,"K12229","DAPP1; dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide","GO:0001881;GO:0005769;GO:0005802;GO:0005829;GO:0007032;GO:0042147;GO:0055037","N","0","Condition_GF_vs_bA.A"
"702","NVE17660",0.687138269262914,0.493837813414745,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"Y;N","0;8;1","Condition_GF_vs_bA.A"
"703","NVE17661",0.700142130281774,0.583836337200507,0,0,0,0,0,0,-0.659022769047599,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0016021","N","0","Condition_GF_vs_bA.A"
"704","NVE17676",0.725076140256551,0.490033920036439,0,0,0,0,0.439266584946861,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"Y;N","0;7;1;2;4","Condition_GF_vs_bA.A"
"705","NVE17687",0,-0.385232630401146,0,0,0.278713824963157,0,0,0,0,0.427479302861028,"PTHR10306;PTHR10306:SF17","","","","",NA,"","","",NA,"","","GO:0008021;GO:0016021","N","4;0","Condition_GF_vs_bA.A"
"706","NVE17689",0,-0.253444162688151,0,0,0.270698153324186,0,0,0.24526443213255,0,0.315516225384819,"PTHR31363;PTHR31363:SF0","","PF10243","","",NA,"","Microtubule-binding protein MIP-T3","",NA,"K19680","TRAF3IP1; TRAF3-interacting protein 1","GO:0005813;GO:0005929;GO:0008017;GO:0030992;GO:0042073;GO:0060271","N","0;3","Condition_GF_vs_bA.A"
"707","NVE1769",0,-0.774852150234723,0,0,0.752418926800809,0,0,0.682544790838838,0.704978014272751,0.925014836639615,"PTHR11339:SF280;PTHR11339","","PF00093;PF01826;PF13385","SM00214","SSF57603;SSF49899;SSF57567",NA,"","von Willebrand factor type C domain;Trypsin Inhibitor like cysteine rich domain;Concanavalin A-like lectin/glucanases superfamily","",NA,"","",NA,"N","0;6","Condition_GF_vs_bA.A"
"708","NVE17758",0,-0.335303196743888,0,0,0.567610836273721,0.384334816462164,0.29381508853728,0.654533801313926,0.422226161784092,0.717839631763712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"709","NVE17832",0,-0.340943201671509,0,0,0.513512361813908,0,0.313449843467819,0.562463077246601,0.389893917104201,0.634904295756361,"PTHR12832","","PF05794","","",NA,"","T-complex protein 11","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"710","NVE17860",0,0.557806553021454,0,0,-0.66995918730119,0,-0.457051326292621,-0.810724165582004,-0.698571531302268,-1.00619754906784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0004930;GO:0016021;","N","0","Condition_GF_vs_bA.A"
"711","NVE17875",0,-0.365018347900394,0,0,0.531404084035769,0,0.3609513216531,0.600636096578687,0.434250360443312,0.689923890350065,"PTHR23280;PTHR23280:SF13","","PF09379;PF13920;PF00373;PF09380","SM00295;SM01196;SM00184","SSF57850;SSF54236;SSF50729;SSF47031",NA,"","FERM N-terminal domain;Zinc finger; C3HC4 type (RING finger);FERM central domain;FERM C-terminal PH-like domain","",NA,"","","GO:0005856;GO:0016874","N","0","Condition_GF_vs_bA.A"
"712","NVE1788",0,-0.631933273925152,0,0,0.81260319642121,0,0,0.939473549173154,0.758803626677095,1.13218460451515,"PTHR15090:SF0;PTHR15090","","PF00564","SM00666","SSF54277",NA,"","PB1 domain","",NA,"","","GO:0005776;GO:0006511;GO:0016235;GO:0042802;GO:0043130;GO:0008270","N","0","Condition_GF_vs_bA.A"
"713","NVE17914",0.22092721642177,0.239538170186097,0,0,0,0.196165236687638,0,0,0,0,"PTHR12710","","PF05021;PF05020","SM00547","SSF90209",NA,"","NPL4 family;NPL4 family; putative zinc binding region","",NA,"","","GO:0005634;GO:0006511;GO:0031625;GO:0043130;GO:0046872","N","0","Condition_GF_vs_bA.A"
"714","NVE17932",0.315111253948009,0.296377399026347,0,0,0,0,0,0,0,0,"PTHR10997:SF7;PTHR10997","","","","SSF48371",NA,"","","",NA,"","","GO:0005635;GO:0005829;GO:0006886;GO:0008536;GO:0008565","N","0","Condition_GF_vs_bA.A"
"715","NVE17953",0,-0.748912384575168,0,0,0,0,0,0,0,0,"PTHR31424:SF3;PTHR31424","","","","",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"716","NVE17956",0,0.641805717784094,0,0,-0.646111838986678,0,0,-0.703530822996757,-0.699224701794173,-0.935170552644708,"PTHR23145;PTHR23145:SF2","","","","",NA,"","","",NA,"","","GO:0003676","N","0","Condition_GF_vs_bA.A"
"717","NVE18",0,-0.294342662139597,0,0,0.269443223049439,0,0,0.317913418036218,0.342812857126376,0.440483807640459,"PTHR19265","","PF13868","","",NA,"","Trichohyalin-plectin-homology domain","",NA,"","","GO:0031514;GO:0044782","N","0","Condition_GF_vs_bA.A"
"718","NVE18003",-0.740650383874236,0.707534957502432,0,0,-1.44818534137667,-0.955109448649641,-1.34648206458182,-1.95360575567396,-1.21295537179972,-2.11104092126681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0005887","N","0","Condition_GF_vs_bA.A"
"719","NVE18005",0,-0.711725613022128,0,0,0.834625548540962,0,0,0.817774264152236,0.694874328633402,1.00843208904906,"PTHR22146;PTHR22146:SF16","","PF10629","","",NA,"","Protein of unknown function (DUF2475)","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"720","NVE18020",0,-0.524212931462094,0,0,0.780865223519028,0.526370489556444,0,0.816898267772589,0.560245975715655,0.91809581088845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0016021","N","0","Condition_GF_vs_bA.A"
"721","NVE18037",0.470288546928432,-0.481954035430084,0,0,0.952242582358516,0.427252427752632,0.446604638760068,0.907544719457032,0,0.896533637235692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"722","NVE18057",0,-0.458052522254978,0,0,0.754474955524177,0.480021435473266,0.480378858002358,0.910356716477418,0.613934283208219,1.01619354946941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"723","NVE18061",0.345110581225085,-0.462537721623293,0,0,0.807648302848378,0.540493038192069,0.599091669834512,1.03029597208295,0.685185390857864,1.14365391025387,"PTHR24070:SF264;PTHR24070","PR00449","PF00071","SM00174;SM00173;SM00175","SSF52540",NA,"Transforming protein P21 ras signature","Ras family","",NA,"K07208","RHEB; Ras homolog enriched in brain","GO:0003924;GO:0005525;GO:0007165;GO:0016020;GO:0032008","N","0","Condition_GF_vs_bA.A"
"724","NVE18079",0,0.288703902611276,0,0,-0.383966490908009,-0.27843413885253,-0.28374980023871,-0.529584778487997,-0.434322190191264,-0.64260501594689,"PTHR43691:SF8;PTHR43691","","PF01048","","SSF53167",NA,"","Phosphorylase superfamily","",NA,"K00757","udp; uridine phosphorylase [EC:2.4.2.3]","GO:0004850;GO:0005737;GO:0009116;GO:0009166","N","0","Condition_GF_vs_bA.A"
"725","NVE18105",0,0.562723862225668,0,0,-0.889973228933603,-0.617983362248025,-0.587134670308136,-1.12615470430697,-0.798905337599035,-1.28337361619043,"PTHR11920;PTHR11920:SF300","","PF07714;PF00211","SM00219;SM00044","SSF55073;SSF56112",NA,"","Protein tyrosine kinase;Adenylate and Guanylate cyclase catalytic domain","",NA,"K12323","ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2]","GO:0004383;GO:0004713;GO:0005886;GO:0006182;GO:0007165;GO:0008074;GO:0035556","N","0","Condition_GF_vs_bA.A"
"726","NVE18151",0,0.640861863700651,0,0,-0.660719329748878,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"727","NVE18165",0,0.405686057955512,0,0,-0.310575738238275,0,0,0,0,0,"","","","","SSF63829",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"728","NVE18186",0,0.325098464803554,0,0,-0.331406583985963,0,0,-0.428635779031479,-0.422327659849071,-0.567309324689004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"729","NVE18221",0,0.710361359542932,0,0,-0.637117841023938,0,0,-0.761540133205297,-0.834783651724291,-1.06421602189569,"PTHR44206:SF2;PTHR44206","","PF12796","SM00248","SSF48403",NA,"","Ankyrin repeats (3 copies)","",NA,"","","GO:0016021","N","6;1;0","Condition_GF_vs_bA.A"
"730","NVE18235",0,-0.212735832349321,0,0,0.262684590975146,0,0,0.269925394803778,0,0.326600975361265,"PTHR19282:SF252;PTHR19282","PR00259","PF00335","","SSF48652",NA,"Transmembrane four family signature","Tetraspanin family","",NA,"K06571","TSPAN7; tetraspanin-7","GO:0005887;GO:0007166;GO:0016021","N","4;0","Condition_GF_vs_bA.A"
"731","NVE18259",-0.491034590255818,-0.459138025284795,0,0,0,0,0,0,0,0,"PTHR14186;PTHR14186:SF20","","PF00219","SM00121","SSF57184",NA,"","Insulin-like growth factor binding protein","",NA,"","","GO:0001558;GO:0005520;GO:0005576","N;Y","0","Condition_GF_vs_bA.A"
"732","NVE18266",-0.450576359740737,0.299567757258268,0,0,-0.750144116999005,-0.486995677884804,-0.380085092190489,-0.790104014055546,-0.339527654314809,-0.753088090824185,"PTHR15961","","","","",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"733","NVE18292",0,-0.67818045599082,0,0,0,-0.796836920161384,-0.804664528936146,0,0,0,"PTHR42814","","PF00501;PF13193","","SSF56801",NA,"","AMP-binding enzyme;AMP-binding enzyme C-terminal domain","",NA,"K00666","fatty-acyl-CoA synthase [EC:6.2.1.-]","GO:0003824;GO:0008152","N","0","Condition_GF_vs_bA.A"
"734","NVE18298",0,-0.452296419462026,0,0,0.68065693776649,0.448462211454082,0,0.817031649191991,0.588671130887528,0.93713487765268,"PTHR14187;PTHR14187:SF75","","","","SSF53067",NA,"","","",NA,"","",NA,"N","1","Condition_GF_vs_bA.A"
"735","NVE18300",0,-0.359158976805933,0,0,0.491252213546824,0.303663881443494,0.241031505796268,0.568731709146889,0.436638472405999,0.670246418225847,"PTHR11960;PTHR11960:SF17","","PF01652","","SSF55418",NA,"","Eukaryotic initiation factor 4E","",NA,"K03259","EIF4E; translation initiation factor 4E","GO:0003743;GO:0005737","N","0","Condition_GF_vs_bA.A"
"736","NVE18311",0,0.425052255793295,0,0,-0.512557183696654,0,-0.391865554137034,-0.573116751736442,-0.485611823833083,-0.705819461999233,"PTHR10676:SF36;PTHR10676","","PF12777;PF03028;PF12781","","",NA,"","Microtubule-binding stalk of dynein motor;Dynein heavy chain and region D6 of dynein motor;ATP-binding dynein motor region D5","",NA,"K10408","DNAH; dynein heavy chain, axonemal","GO:0003777;GO:0005524;GO:0007018;GO:0030286","N","0","Condition_GF_vs_bA.A"
"737","NVE18333",0,-0.531993088467821,0,0,0.618593934787862,0,0,0.648632130592152,0.562031284272112,0.80710865905636,"PTHR35075","","PF14469","","",NA,"","28 kDa A-kinase anchor","",NA,"K16530","AKAP14; A-kinase anchor protein 14",NA,"N","0","Condition_GF_vs_bA.A"
"738","NVE1834",0,-0.235325403672861,0,0,0.247669039485851,0,0,0.304508300908671,0.292164665095681,0.397781602078837,"PTHR44461","","PF13602;PF08240","SM00829","SSF50129;SSF51735",NA,"","Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain","",NA,"","","GO:0016491","N","0","Condition_GF_vs_bA.A"
"739","NVE18340",0,0.579953195467007,0,0,0,0,0,0,-0.717356494215884,-0.818748158434082,"PTHR10383","","PF03348","","",NA,"","Serine incorporator (Serinc)","",NA,"","","GO:0015194;GO:0016021","Y","5","Condition_GF_vs_bA.A"
"740","NVE18350",0,-0.349351156060194,0,0,0.457512773599116,0,0,0.488475172445373,0.380313554906451,0.579192158590114,"PTHR34104","","PF14934","","",NA,"","Domain of unknown function (DUF4499)","",NA,"","","GO:0016021","N","1","Condition_GF_vs_bA.A"
"741","NVE18365",-0.509392839951431,0.45027964487776,0,0,-0.959672484829191,-0.646514841898695,-0.874008848617886,-1.28436018189531,-0.774967341943877,-1.37288533866911,"PTHR12369:SF5;PTHR12369","","PF05679","","SSF53448",NA,"","Chondroitin N-acetylgalactosaminyltransferase","",NA,"","","GO:0008376;GO:0016021;GO:0032580","N","1","Condition_GF_vs_bA.A"
"742","NVE18382",0,-0.418647366635051,0,0,0.407790870329418,0,0.399600996436825,0.606171993394774,0.617028489700408,0.815466583300739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"Y","1","Condition_GF_vs_bA.A"
"743","NVE18393",0,0.708924558502293,0,0,-0.644442920803778,0,0,-0.699701369782167,-0.764183007480682,-0.975923154448911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0016021","N","0","Condition_GF_vs_bA.A"
"744","NVE18395",0,0.625655176442901,0,0,0,0,0,0,0,0,"PTHR37322","","PF09093;PF02278","","SSF48230;SSF74650",NA,"","Lyase; catalytic;Polysaccharide lyase family 8; super-sandwich domain","",NA,"","","GO:0005576;GO:0005975;GO:0016829;GO:0030246","N","0","Condition_GF_vs_bA.A"
"745","NVE18397",0,0.479849812286555,0,0,-0.649660784971298,0,0,-0.55404023105079,0,-0.62551336882044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",";GO:0009405;GO:0016020;GO:0005524;GO:0006281;GO:0006310",NA,NA,"Condition_GF_vs_bA.A"
"746","NVE18422",0,0.626444933469335,0,0,-0.755082287477499,0,0,-0.829399524397506,-0.700762170389342,-1.02010810550592,"PTHR33820","","","","",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"747","NVE18427",0,0.604253128469925,0,0,-0.687527973367294,0,-0.418124097164594,-0.710968621184175,-0.627693776286806,-0.892441897722589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"748","NVE18430",0,0.719410188926593,0,0,-0.927263306967232,0,0,-0.984014519431467,0,-1.17345078746869,"PTHR24249:SF372;PTHR24249","PR00237","PF00001","","SSF81321",NA,"Rhodopsin-like GPCR superfamily signature","7 transmembrane receptor (rhodopsin family)","",NA,"","","GO:0004930;GO:0016021","N","7;0","Condition_GF_vs_bA.A"
"749","NVE18431",0,0.551954794672113,0,0,-0.618409567659977,0,0,-0.788394819194234,-0.721940046206371,-1.00689024479457,"PTHR33820","","","","",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"750","NVE18452",0,-0.448877718899348,0,0,0.602274686323245,0,0,0.709601846469413,0.556204879045516,0.843870837139595,"PTHR12716","","PF02186","","SSF46785",NA,"","TFIIE beta subunit core domain","",NA,"K03137","TFIIE2; transcription initiation factor TFIIE subunit beta","GO:0003677;GO:0005673;GO:0006355;GO:0006367","N","0","Condition_GF_vs_bA.A"
"751","NVE18470",0,-0.738873170379789,0,0,0.768813082913221,0,0,0.678659847032675,0.648719934499243,0.884919524039179,"PTHR11258;PTHR11258:SF11","","PF01909;PF10421","","SSF81631;SSF81301",NA,"","Nucleotidyltransferase domain;2'-5'-oligoadenylate synthetase 1; domain 2; C-terminus","",NA,"","","GO:0003725;GO:0005524;GO:0006955;GO:0016779;GO:0051607","N","0","Condition_GF_vs_bA.A"
"752","NVE18475",-0.395033844558768,0.425123625378192,0,0,-0.820157469936959,-0.501980941378161,-0.817580877327513,-1.12581766177985,-0.730783817221087,-1.23773463065248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0009058;GO:0016740;GO:0016788;GO:0003677;GO:0005634",NA,NA,"Condition_GF_vs_bA.A"
"753","NVE18479",0,-0.952267959403091,0,0,0.786538939249379,0,0,0,0,0,"PTHR23428;PTHR23428:SF50","PR00621","PF00125","SM00427","SSF47113",NA,"Histone H2B signature","Core histone H2A/H2B/H3/H4","",NA,"K11252","H2B; histone H2B","GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0046982","N","0;2","Condition_GF_vs_bA.A"
"754","NVE18480",0,-0.719610028711213,0,0,0.578102270961687,0,0,0.620559994089779,0.762067751839306,0.921751525759222,"PTHR24329;PTHR24329:SF145","PR00024","PF00046","SM00389","SSF46689",NA,"Homeobox signature","Homeobox domain","",NA,"K09360","BARHL; BarH-like","GO:0005634;GO:0006355;GO:0043565","N","0","Condition_GF_vs_bA.A"
